1분류,2분류,3분류,3분류_정규화,3분류_유형,기존_세부분류,검색상태,출처URL,메모,차수,같은품종_동일유통명,겉모양_유사품종,단면_유사품종,겉색,과육색,사진대체_가능여부,사진대체_주의사항
과일,커런트,벤호프,벤호프,품종,과일,사용,https://www.nongsaro.go.kr/,공식 재배자료·품종자료 기반 3차 검증,3차,,,,,,조건부 가능,
과일,커런트,벤호프커런트,벤호프커런트,표기변형,과일,사용,https://www.nongsaro.go.kr/,기존 '벤호프'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,커런트,블랙커런트,블랙커런트,색상·유통명,과일,사용,https://www.nongsaro.go.kr/portal/farmTechMain.ps?menuId=PS65291,과일 33개 기준품목 전수검증 1차 보강,과일전수1차,,,,,,조건부 가능,
과일,커런트,생커런트,생커런트,생물형,과일,사용,https://www.coupang.com/np/categories/420186,과일 전 품목 시장형 키워드 보강·브랜드/가공형 제외,과일전수완성1차,,,,,,조건부 가능,
과일,커런트,존키어반테츠,존키어반테츠,품종,과일,사용,https://www.nongsaro.go.kr/,공식 재배자료·품종자료 기반 3차 검증,3차,,,,,,조건부 가능,
과일,커런트,존키어반테츠커런트,존키어반테츠커런트,표기변형,과일,사용,https://www.nongsaro.go.kr/,기존 '존키어반테츠'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,커런트,카시스,카시스,블랙커런트 별칭,과일,사용,https://www.coupang.com/np/categories/420186,과일 전 품목 시장형 키워드 보강·브랜드/가공형 제외,과일전수완성1차,,,,,,조건부 가능,
과일,커런트,커런트,커런트,대표 원물명,과일,사용,,2분류 대표품목 기본 검색어 확정 보강,전수검수v2,,,,,,조건부 가능,
과일,커런트,화이트베르사유,화이트베르사유,품종,과일,사용,https://www.nongsaro.go.kr/,공식 재배자료·품종자료 기반 3차 검증,3차,,,,,,조건부 가능,
과일,커런트,화이트베르사유커런트,화이트베르사유커런트,표기변형,과일,사용,https://www.nongsaro.go.kr/,기존 '화이트베르사유'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,커런트,화이트커런트,화이트커런트,색상·유통명,과일,사용,https://www.nongsaro.go.kr/portal/farmTechMain.ps?menuId=PS65291,과일 33개 기준품목 전수검증 1차 보강,과일전수1차,,,,,,조건부 가능,
과일,키위,감황,감황,품종,과일,사용,https://www.nongsaro.go.kr/,공식 재배자료·품종자료 기반 3차 검증,3차,,,,,,조건부 가능,
과일,키위,감황키위,감황키위,표기변형,과일,사용,https://www.nongsaro.go.kr/,기존 '감황'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,키위,고흥참다래,고흥참다래,산지,과일,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 실제 산지·특산 유통명 3차 검증,3차,,,,,,조건부 가능,
과일,키위,고흥키위,고흥키위,산지·유통명,과일,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,과일 전 품목 시장형 키워드 보강·브랜드/가공형 제외,과일전수완성1차,,,,,,조건부 가능,
과일,키위,골드키위,골드키위,품종,과일,사용,https://www.nongsaro.go.kr/,공식 재배자료·품종자료 기반 3차 검증,3차,,,,,,조건부 가능,
과일,키위,국산키위,국산키위,원산지·유통명,과일,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,과일 전 품목 시장형 키워드 보강·브랜드/가공형 제외,과일전수완성1차,,,,,,조건부 가능,
과일,키위,그린벨키위,그린벨키위,품종·유통명,과일,사용,https://www.seed.go.kr/seed/index.do,과일 33개 기준품목 전수검증 1차 보강,과일전수1차,,,,,,조건부 가능,
과일,키위,그린키위,그린키위,품종,과일,사용,https://www.nongsaro.go.kr/,공식 재배자료·품종자료 기반 3차 검증,3차,,,,,,조건부 가능,
과일,키위,남해참다래,남해참다래,산지,과일,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 실제 산지·특산 유통명 3차 검증,3차,,,,,,조건부 가능,
과일,키위,뉴질랜드키위,뉴질랜드키위,산지·유통명,과일,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,과일 전 품목 시장형 키워드 보강·브랜드/가공형 제외,과일전수완성1차,,,,,,조건부 가능,
과일,키위,다래,다래,별칭,과일,사용,https://www.coupang.com/np/categories/420186,과일 전 품목 시장형 키워드 보강·브랜드/가공형 제외,과일전수완성1차,,,,,,조건부 가능,
과일,키위,레드키위,레드키위,품종,과일,사용,https://www.nongsaro.go.kr/,공식 재배자료·품종자료 기반 3차 검증,3차,,,,,,조건부 가능,
과일,키위,미니원키위,미니원키위,품종·유통명,과일,사용,https://www.seed.go.kr/seed/index.do,과일 33개 기준품목 전수검증 1차 보강,과일전수1차,,,,,,조건부 가능,
과일,키위,미니키위,미니키위,크기·유통명,과일,사용,https://www.coupang.com/np/categories/420186,과일 전 품목 시장형 키워드 보강·브랜드/가공형 제외,과일전수완성1차,,,,,,조건부 가능,
과일,키위,베이비키위,베이비키위,크기·유통명,과일,사용,https://www.coupang.com/np/categories/420186,과일 전 품목 시장형 키워드 보강·브랜드/가공형 제외,과일전수완성1차,,,,,,조건부 가능,
과일,키위,보성참다래,보성참다래,산지,과일,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 실제 산지·특산 유통명 3차 검증,3차,,,,,,조건부 가능,
과일,키위,보성키위,보성키위,산지·유통명,과일,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,과일 전 품목 시장형 키워드 보강·브랜드/가공형 제외,과일전수완성1차,,,,,,조건부 가능,
과일,키위,사천참다래,사천참다래,산지,과일,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 실제 산지·특산 유통명 3차 검증,3차,,,,,,조건부 가능,
과일,키위,스위트골드,스위트골드,품종,과일,사용,https://www.nongsaro.go.kr/,공식 재배자료·품종자료 기반 3차 검증,3차,,,,,,조건부 가능,
과일,키위,스위트골드키위,스위트골드키위,표기변형,과일,사용,https://www.nongsaro.go.kr/,기존 '스위트골드'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,키위,썬골드,썬골드,품종,과일,사용,https://www.nongsaro.go.kr/,공식 재배자료·품종자료 기반 3차 검증,3차,,,,,,조건부 가능,
과일,키위,썬골드키위,썬골드키위,표기변형,과일,사용,https://www.nongsaro.go.kr/,기존 '썬골드'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,키위,엔자레드,엔자레드,품종,과일,사용,https://www.nongsaro.go.kr/,공식 재배자료·품종자료 기반 3차 검증,3차,,,,,,조건부 가능,
과일,키위,엔자레드키위,엔자레드키위,표기변형,과일,사용,https://www.nongsaro.go.kr/,기존 '엔자레드'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,키위,완도참다래,완도참다래,산지,과일,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 실제 산지·특산 유통명 3차 검증,3차,,,,,,조건부 가능,
과일,키위,장흥참다래,장흥참다래,산지,과일,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 실제 산지·특산 유통명 3차 검증,3차,,,,,,조건부 가능,
과일,키위,제니,제니,품종,과일,사용,https://www.nongsaro.go.kr/,공식 재배자료·품종자료 기반 3차 검증,3차,,,,,,조건부 가능,
과일,키위,제니키위,제니키위,표기변형,과일,사용,https://www.nongsaro.go.kr/,기존 '제니'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,키위,제스프리골드,제스프리골드,품종,과일,사용,https://www.nongsaro.go.kr/,공식 재배자료·품종자료 기반 3차 검증,3차,,,,,,조건부 가능,
과일,키위,제스프리골드키위,제스프리골드키위,표기변형,과일,사용,https://www.nongsaro.go.kr/,기존 '제스프리골드'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,키위,제시골드,제시골드,품종,과일,사용,https://www.nongsaro.go.kr/,공식 재배자료·품종자료 기반 3차 검증,3차,,,,,,조건부 가능,
과일,키위,제시골드키위,제시골드키위,표기변형,과일,사용,https://www.nongsaro.go.kr/,기존 '제시골드'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,키위,제주참다래,제주참다래,산지,과일,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 실제 산지·특산 유통명 3차 검증,3차,,,,,,조건부 가능,
과일,키위,제주키위,제주키위,산지,과일,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 실제 산지·특산 유통명 3차 검증,3차,,,,,,조건부 가능,
과일,키위,참다래,참다래,별칭,과일,사용,https://www.nongsaro.go.kr/portal/farmTechMain.ps?menuId=PS65291,과일 33개 기준품목 전수검증 1차 보강,과일전수1차,,,,,,조건부 가능,
과일,키위,키위,키위,대표 원물명,과일,사용,,2분류 대표품목 기본 검색어 확정 보강,전수검수v2,,,,,,조건부 가능,
과일,키위,한라골드,한라골드,품종,과일,사용,https://www.nongsaro.go.kr/,공식 재배자료·품종자료 기반 3차 검증,3차,,,,,,조건부 가능,
과일,키위,한라골드키위,한라골드키위,표기변형,과일,사용,https://www.nongsaro.go.kr/,기존 '한라골드'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,키위,해금,해금,품종,과일,사용,https://www.nongsaro.go.kr/,공식 재배자료·품종자료 기반 3차 검증,3차,,,,,,조건부 가능,
과일,키위,해금키위,해금키위,표기변형,과일,사용,https://www.nongsaro.go.kr/,기존 '해금'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,키위,헤이워드,헤이워드,품종,과일,사용,https://www.nongsaro.go.kr/,공식 재배자료·품종자료 기반 3차 검증,3차,,,,,,조건부 가능,
과일,키위,헤이워드키위,헤이워드키위,표기변형,과일,사용,https://www.nongsaro.go.kr/,기존 '헤이워드'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,키위,홍양,홍양,품종,과일,사용,https://www.nongsaro.go.kr/,공식 재배자료·품종자료 기반 3차 검증,3차,,,,,,조건부 가능,
과일,키위,홍양키위,홍양키위,표기변형,과일,사용,https://www.nongsaro.go.kr/,기존 '홍양'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,파인애플,md2,md2,품종,과일,사용,https://www.nongsaro.go.kr/,공식 재배자료와 국내 실유통명 교차검증,3차,,,,,,조건부 가능,
과일,파인애플,md2파인애플,md2파인애플,표기변형,과일,사용,https://www.nongsaro.go.kr/,기존 'MD2'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,파인애플,골드파인애플,골드파인애플,계통·유통명,과일,사용,https://www.nongsaro.go.kr/portal/farmTechMain.ps?menuId=PS65291,과일 33개 기준품목 전수검증 1차 보강,과일전수1차,,,,,,조건부 가능,
과일,파인애플,골든파인애플,골든파인애플,품종,과일,사용,https://www.nongsaro.go.kr/,공식 재배자료와 국내 실유통명 교차검증,3차,,,,,,조건부 가능,
과일,파인애플,국산파인애플,국산파인애플,원산지·유통명,과일,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,과일 전 품목 시장형 키워드 보강·브랜드/가공형 제외,과일전수완성1차,,,,,,조건부 가능,
과일,파인애플,레드스패니시,레드스패니시,품종,과일,사용,https://www.nongsaro.go.kr/,공식 재배자료와 국내 실유통명 교차검증,3차,,,,,,조건부 가능,
과일,파인애플,레드스패니시파인애플,레드스패니시파인애플,표기변형,과일,사용,https://www.nongsaro.go.kr/,기존 '레드스패니시'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,파인애플,미니파인애플,미니파인애플,크기·유통명,과일,사용,https://www.nongsaro.go.kr/portal/farmTechMain.ps?menuId=PS65291,과일 33개 기준품목 전수검증 1차 보강,과일전수1차,,,,,,조건부 가능,
과일,파인애플,베이비파인애플,베이비파인애플,크기·유통명,과일,사용,https://www.coupang.com/np/categories/420186,과일 전 품목 시장형 키워드 보강·브랜드/가공형 제외,과일전수완성1차,,,,,,조건부 가능,
과일,파인애플,생파인애플,생파인애플,생물형,과일,사용,https://www.nongsaro.go.kr/portal/farmTechMain.ps?menuId=PS65291,과일 33개 기준품목 전수검증 1차 보강,과일전수1차,,,,,,조건부 가능,
과일,파인애플,슈가로프,슈가로프,품종,과일,사용,https://www.nongsaro.go.kr/,공식 재배자료와 국내 실유통명 교차검증,3차,,,,,,조건부 가능,
과일,파인애플,슈가로프파인애플,슈가로프파인애플,표기변형,과일,사용,https://www.nongsaro.go.kr/,기존 '슈가로프'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,파인애플,스무스카이엔,스무스카이엔,품종,과일,사용,https://www.nongsaro.go.kr/,공식 재배자료와 국내 실유통명 교차검증,3차,,,,,,조건부 가능,
과일,파인애플,스무스카이엔파인애플,스무스카이엔파인애플,표기변형,과일,사용,https://www.nongsaro.go.kr/,기존 '스무스카이엔'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,파인애플,스위트파인애플,스위트파인애플,시장통칭,과일,사용,https://www.coupang.com/np/categories/420186,과일 전 품목 시장형 키워드 보강·브랜드/가공형 제외,과일전수완성1차,,,,,,조건부 가능,
과일,파인애플,스위티오파인애플,스위티오파인애플,유통명,과일,사용,https://www.nongsaro.go.kr/portal/farmTechMain.ps?menuId=PS65291,과일 33개 기준품목 전수검증 1차 보강,과일전수1차,,,,,,조건부 가능,
과일,파인애플,제주파인애플,제주파인애플,산지·유통명,과일,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,과일 전 품목 시장형 키워드 보강·브랜드/가공형 제외,과일전수완성1차,,,,,,조건부 가능,
과일,파인애플,코스타리카파인애플,코스타리카파인애플,산지·유통명,과일,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,과일 전 품목 시장형 키워드 보강·브랜드/가공형 제외,과일전수완성1차,,,,,,조건부 가능,
과일,파인애플,퀸파인애플,퀸파인애플,품종,과일,사용,https://www.nongsaro.go.kr/,공식 재배자료와 국내 실유통명 교차검증,3차,,,,,,조건부 가능,
과일,파인애플,태국파인애플,태국파인애플,산지·유통명,과일,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,과일 전 품목 시장형 키워드 보강·브랜드/가공형 제외,과일전수완성1차,,,,,,조건부 가능,
과일,파인애플,파인애플,파인애플,대표 원물명,과일,사용,,2분류 대표품목 기본 검색어 확정 보강,전수검수v2,,,,,,조건부 가능,
과일,파인애플,필리핀파인애플,필리핀파인애플,산지·유통명,과일,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,과일 전 품목 시장형 키워드 보강·브랜드/가공형 제외,과일전수완성1차,,,,,,조건부 가능,
과일,파인애플,허니글로우파인애플,허니글로우파인애플,유통명,과일,사용,https://www.coupang.com/np/categories/420186,과일 전 품목 시장형 키워드 보강·브랜드/가공형 제외,과일전수완성1차,,,,,,조건부 가능,
과일,파파야,그린파파야,그린파파야,숙도·유통명,과일,사용,https://www.nongsaro.go.kr/portal/farmTechMain.ps?menuId=PS65291,과일 33개 기준품목 전수검증 1차 보강,과일전수1차,,,,,,조건부 가능,
과일,파파야,레드레이디,레드레이디,품종,과일,사용,https://www.nongsaro.go.kr/,공식 재배자료와 국내 실유통명 교차검증,3차,,,,,,조건부 가능,
과일,파파야,레드레이디파파야,레드레이디파파야,표기변형,과일,사용,https://www.nongsaro.go.kr/,기존 '레드레이디'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,파파야,레드파파야,레드파파야,색상·유통명,과일,사용,https://www.nongsaro.go.kr/portal/farmTechMain.ps?menuId=PS65291,과일 33개 기준품목 전수검증 1차 보강,과일전수1차,,,,,,조건부 가능,
과일,파파야,마라도올,마라도올,품종,과일,사용,https://www.nongsaro.go.kr/,공식 재배자료와 국내 실유통명 교차검증,3차,,,,,,조건부 가능,
과일,파파야,마라도올파파야,마라도올파파야,표기변형,과일,사용,https://www.nongsaro.go.kr/,기존 '마라도올'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,파파야,마라돌파파야,마라돌파파야,품종·유통명,과일,사용,https://www.coupang.com/np/categories/420186,과일 전 품목 시장형 키워드 보강·브랜드/가공형 제외,과일전수완성1차,,,,,,조건부 가능,
과일,파파야,베트남파파야,베트남파파야,산지·유통명,과일,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,과일 전 품목 시장형 키워드 보강·브랜드/가공형 제외,과일전수완성1차,,,,,,조건부 가능,
과일,파파야,선라이즈솔로,선라이즈솔로,품종,과일,사용,https://www.nongsaro.go.kr/,공식 재배자료와 국내 실유통명 교차검증,3차,,,,,,조건부 가능,
과일,파파야,선라이즈솔로파파야,선라이즈솔로파파야,표기변형,과일,사용,https://www.nongsaro.go.kr/,기존 '선라이즈솔로'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,파파야,솔로,솔로,품종,과일,사용,https://www.nongsaro.go.kr/,공식 재배자료와 국내 실유통명 교차검증,3차,,,,,,조건부 가능,
과일,파파야,솔로파파야,솔로파파야,표기변형,과일,사용,https://www.nongsaro.go.kr/,기존 '솔로'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,파파야,옐로우파파야,옐로우파파야,색상·유통명,과일,사용,https://www.nongsaro.go.kr/portal/farmTechMain.ps?menuId=PS65291,과일 33개 기준품목 전수검증 1차 보강,과일전수1차,,,,,,조건부 가능,
과일,파파야,제주파파야,제주파파야,산지·유통명,과일,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,과일 전 품목 시장형 키워드 보강·브랜드/가공형 제외,과일전수완성1차,,,,,,조건부 가능,
과일,파파야,청파파야,청파파야,별칭,과일,사용,https://www.nongsaro.go.kr/portal/farmTechMain.ps?menuId=PS65291,과일 33개 기준품목 전수검증 1차 보강,과일전수1차,,,,,,조건부 가능,
과일,파파야,카포호,카포호,품종,과일,사용,https://www.nongsaro.go.kr/,공식 재배자료와 국내 실유통명 교차검증,3차,,,,,,조건부 가능,
과일,파파야,카포호파파야,카포호파파야,표기변형,과일,사용,https://www.nongsaro.go.kr/,기존 '카포호'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,파파야,타이눙1호,타이눙1호,품종,과일,사용,https://www.nongsaro.go.kr/,공식 재배자료와 국내 실유통명 교차검증,3차,,,,,,조건부 가능,
과일,파파야,타이눙1호파파야,타이눙1호파파야,표기변형,과일,사용,https://www.nongsaro.go.kr/,기존 '타이눙1호'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,파파야,태국파파야,태국파파야,산지·유통명,과일,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,과일 전 품목 시장형 키워드 보강·브랜드/가공형 제외,과일전수완성1차,,,,,,조건부 가능,
과일,파파야,파파야,파파야,대표 원물명,과일,사용,,2분류 대표품목 기본 검색어 확정 보강,전수검수v2,,,,,,조건부 가능,
과일,파파야,필리핀파파야,필리핀파파야,산지·유통명,과일,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,과일 전 품목 시장형 키워드 보강·브랜드/가공형 제외,과일전수완성1차,,,,,,조건부 가능,
과일,포도,가지포도,가지포도,소비자통칭,과일,사용,https://www.mediafarm.kr/news/articleView.html?idxno=4351,공식·재배현장·실제 유통명 교차 보강,전수조사2차,,,,,,조건부 가능,
과일,포도,거봉,거봉,품종·유통명,과일,사용,https://www.seed.go.kr/seed/index.do,과일 33개 기준품목 전수검증 1차 보강,과일전수1차,,,,,,조건부 가능,
과일,포도,거봉포도,거봉포도,품종·유통명,과일,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보 또는 실제 유통 검색명 2차 보강,확장2차,,,,,,조건부 가능,
과일,포도,경산포도,경산포도,산지,과일,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,실제 특산·유통 지역명 1차 검증,1차,,,,,,조건부 가능,
과일,포도,고창포도,고창포도,산지,과일,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,실제 특산·유통 지역명 1차 검증,1차,,,,,,조건부 가능,
과일,포도,골드핑거포도,골드핑거포도,시장통칭,과일,사용,https://www.mediafarm.kr/news/articleView.html?idxno=4351,공식·재배현장·실제 유통명 교차 보강,전수조사2차,,,,,,조건부 가능,
과일,포도,국산포도,국산포도,원산지·유통명,과일,사용,https://www.mediafarm.kr/news/articleView.html?idxno=4351,공식·재배현장·실제 유통명 교차 보강,전수조사2차,,,,,,조건부 가능,
과일,포도,김천포도,김천포도,산지·유통명,과일,사용,https://www.mediafarm.kr/news/articleView.html?idxno=4351,공식·재배현장·실제 유통명 교차 보강,전수조사2차,,,,,,조건부 가능,
과일,포도,나르샤포도,나르샤포도,품종·유통명,과일,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식·재배현장·실제 유통명 교차 보강,전수조사2차,,,,,,조건부 가능,
과일,포도,델라웨어,델라웨어,품종,과일,사용,https://www.seed.go.kr/seed/index.do,과일 33개 기준품목 전수검증 1차 보강,과일전수1차,,,,,,조건부 가능,
과일,포도,델라웨어포도,델라웨어포도,품종·유통명,과일,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보 또는 실제 유통 검색명 2차 보강,확장2차,,,,,,조건부 가능,
과일,포도,두누리,두누리,품종,과일,사용,https://www.nongsaro.go.kr/portal/ps/psb/psbb/farmUseTechDtl.ps?farmPrcuseSeqNo=100000160002&menuId=PS00072&totalSearchYn=Y,농사로·공식 품종자료 1차 검증,1차,,,,,,조건부 가능,
과일,포도,두누리포도,두누리포도,표기변형,과일,사용,https://www.nongsaro.go.kr/portal/ps/psb/psbb/farmUseTechDtl.ps?farmPrcuseSeqNo=100000160002&menuId=PS00072&totalSearchYn=Y,기존 '두누리'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,포도,레드글로브포도,레드글로브포도,품종·유통명,과일,사용,https://www.mediafarm.kr/news/articleView.html?idxno=4351,공식·재배현장·실제 유통명 교차 보강,전수조사2차,,,,,,조건부 가능,
과일,포도,루비로만,루비로만,표기변형,과일,사용,https://www.mediafarm.kr/news/articleView.html?idxno=4351,공식·재배현장·실제 유통명 교차 보강,전수조사2차,,,,,,조건부 가능,
과일,포도,루비로망,루비로망,품종·유통명,과일,사용,https://www.mediafarm.kr/news/articleView.html?idxno=4351,공식·재배현장·실제 유통명 교차 보강,전수조사2차,,,,,,조건부 가능,
과일,포도,루비로망포도,루비로망포도,품종·유통명,과일,사용,https://www.mediafarm.kr/news/articleView.html?idxno=4351,공식·재배현장·실제 유통명 교차 보강,전수조사2차,,,,,,조건부 가능,
과일,포도,리슬링,리슬링,품종,과일,사용,https://www.nongsaro.go.kr/portal/ps/psb/psbb/farmUseTechDtl.ps?farmPrcuseSeqNo=100000160002&menuId=PS00072&totalSearchYn=Y,농사로·공식 품종자료 1차 검증,1차,,,,,,조건부 가능,
과일,포도,리슬링포도,리슬링포도,표기변형,과일,사용,https://www.nongsaro.go.kr/portal/ps/psb/psbb/farmUseTechDtl.ps?farmPrcuseSeqNo=100000160002&menuId=PS00072&totalSearchYn=Y,기존 '리슬링'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,포도,리자마트,리자마트,품종,과일,사용,https://www.nongsaro.go.kr/portal/ps/psb/psbb/farmUseTechDtl.ps?farmPrcuseSeqNo=100000160002&menuId=PS00072&totalSearchYn=Y,농사로·공식 품종자료 1차 검증,1차,,,,,,조건부 가능,
과일,포도,리자마트포도,리자마트포도,표기변형,과일,사용,https://www.nongsaro.go.kr/portal/ps/psb/psbb/farmUseTechDtl.ps?farmPrcuseSeqNo=100000160002&menuId=PS00072&totalSearchYn=Y,기존 '리자마트'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,포도,마이하트포도,마이하트포도,품종·유통명,과일,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식·재배현장·실제 유통명 교차 보강,전수조사2차,,,,,,조건부 가능,
과일,포도,말벡,말벡,품종,과일,사용,https://www.nongsaro.go.kr/portal/ps/psb/psbb/farmUseTechDtl.ps?farmPrcuseSeqNo=100000160002&menuId=PS00072&totalSearchYn=Y,농사로·공식 품종자료 1차 검증,1차,,,,,,조건부 가능,
과일,포도,말벡포도,말벡포도,표기변형,과일,사용,https://www.nongsaro.go.kr/portal/ps/psb/psbb/farmUseTechDtl.ps?farmPrcuseSeqNo=100000160002&menuId=PS00072&totalSearchYn=Y,기존 '말벡'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,포도,머루,머루,소비자통칭,과일,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식·재배현장·실제 유통명 교차 보강,전수조사2차,,,,,,조건부 가능,
과일,포도,머루포도,머루포도,계통·유통명,과일,사용,https://www.coupang.com/np/categories/194282,공식 품종정보 또는 실제 유통 검색명 2차 보강,확장2차,,,,,,조건부 가능,
과일,포도,머스캣베일리에이,머스캣베일리에이,품종,과일,사용,https://www.nongsaro.go.kr/portal/ps/psb/psbb/farmUseTechDtl.ps?farmPrcuseSeqNo=100000160002&menuId=PS00072&totalSearchYn=Y,농사로·공식 품종자료 1차 검증,1차,,,,,,조건부 가능,
과일,포도,머스캣베일리에이포도,머스캣베일리에이포도,표기변형,과일,사용,https://www.nongsaro.go.kr/portal/ps/psb/psbb/farmUseTechDtl.ps?farmPrcuseSeqNo=100000160002&menuId=PS00072&totalSearchYn=Y,기존 '머스캣베일리에이'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,포도,머스켓오브알렉산드리아,머스켓오브알렉산드리아,품종,과일,사용,https://www.nongsaro.go.kr/portal/ps/psb/psbb/farmUseTechDtl.ps?farmPrcuseSeqNo=100000160002&menuId=PS00072&totalSearchYn=Y,농사로·공식 품종자료 1차 검증,1차,,,,,,조건부 가능,
과일,포도,머스켓오브알렉산드리아포도,머스켓오브알렉산드리아포도,표기변형,과일,사용,https://www.nongsaro.go.kr/portal/ps/psb/psbb/farmUseTechDtl.ps?farmPrcuseSeqNo=100000160002&menuId=PS00072&totalSearchYn=Y,기존 '머스켓오브알렉산드리아'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,포도,메를로,메를로,품종,과일,사용,https://www.nongsaro.go.kr/portal/ps/psb/psbb/farmUseTechDtl.ps?farmPrcuseSeqNo=100000160002&menuId=PS00072&totalSearchYn=Y,농사로·공식 품종자료 1차 검증,1차,,,,,,조건부 가능,
과일,포도,메를로포도,메를로포도,표기변형,과일,사용,https://www.nongsaro.go.kr/portal/ps/psb/psbb/farmUseTechDtl.ps?farmPrcuseSeqNo=100000160002&menuId=PS00072&totalSearchYn=Y,기존 '메를로'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
과일,포도,문드롭포도,문드롭포도,시장통칭,과일,사용,https://www.mediafarm.kr/news/articleView.html?idxno=4351,공식·재배현장·실제 유통명 교차 보강,전수조사2차,,,,,,조건부 가능,
과일,포도,미국포도,미국포도,산지·유통명,과일,사용,https://www.mediafarm.kr/news/articleView.html?idxno=4351,공식·재배현장·실제 유통명 교차 보강,전수조사2차,,,,,,조건부 가능,
